size,type,alignment,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,legendary
huge,beast,unaligned,12.0,90,3.0,0,60,0,0,0,13,0,0,0,120,19,4,10,0,13,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,18.0,52,3.0,30,0,0,0,0,10,0,0,0,0,16,3,11,0,14,2,11,0,11,0,15,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
small,humanoid,lawful evil,12.0,5,0.125,30,0,0,0,0,8,60,0,0,0,7,-2,15,2,9,-1,8,-1,7,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,humanoid,lawful evil,15.0,44,1.0,20,0,0,0,0,11,60,0,0,0,12,1,15,2,14,2,8,-1,9,-1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
small,humanoid,lawful evil,12.0,13,0.25,30,0,0,0,0,10,60,0,0,0,7,-2,15,2,12,1,8,-1,7,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,humanoid,lawful evil,15.0,27,1.0,30,0,0,0,0,9,60,0,0,0,7,-2,15,2,14,2,10,0,9,-1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
small,fey,chaotic neutral,17.0,102,7.0,30,0,0,0,30,15,120,0,120,0,23,6,14,2,20,5,10,0,15,2,9,-1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,0,0
gargantuan,monstrosity,chaotic evil,18.0,472,23.0,20,60,0,0,0,14,0,120,0,0,30,1,11,0,25,7,22,6,18,4,20,5,17,7,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1
medium,humanoid,any evil alignment,10.0,75,5.0,30,30,0,0,0,15,0,0,0,0,12,1,10,0,16,3,10,0,15,2,14,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
large,monstrosity,unaligned,20.0,102,5.0,40,0,0,40,20,12,60,0,60,0,19,4,16,3,17,3,10,0,14,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,13.0,18,0.25,30,30,0,0,0,14,120,0,0,0,13,1,10,0,11,0,11,0,10,0,8,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,13.0,97,6.0,30,30,0,0,0,19,120,0,0,0,16,3,14,2,16,3,13,1,16,3,14,2,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0
medium,humanoid,neutral evil,11.0,65,1.0,30,30,0,0,0,16,120,0,0,0,14,2,10,0,14,2,12,1,14,2,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0
medium,humanoid,chaotic good,18.0,228,17.0,30,0,0,0,0,21,0,60,0,0,13,1,17,3,20,5,20,5,20,5,19,4,0,0,0,11,11,0,17,11,0,10,11,0,17,0,0,0,0,0
large,monstrosity,chaotic evil,13.0,97,4.0,30,0,0,0,0,12,60,0,0,0,16,3,13,1,15,2,14,2,15,2,16,3,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0
medium,fiend,lawful evil,7.0,13,0.0,15,0,0,0,0,10,120,0,0,0,10,0,5,-3,11,0,1,-5,11,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,monstrosity,chaotic evil,14.0,67,3.0,50,0,0,0,0,13,60,0,0,0,18,4,14,2,15,2,9,-1,12,1,6,-2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
gargantuan,elemental,neutral,17.0,328,20.0,40,120,0,0,0,14,60,0,0,0,30,1,24,7,30,1,2,-4,18,4,17,3,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,any evil alignment,17.0,135,21.0,30,0,0,0,0,19,0,120,0,0,11,0,16,3,16,3,20,5,14,2,16,3,0,0,10,12,9,0,12,9,0,0,9,0,19,0,0,0,0,1
large,beast,unaligned,12.0,26,1.0,50,0,0,0,0,13,0,0,0,0,17,3,15,2,13,1,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,10.0,2,0.0,20,0,0,20,0,9,30,0,0,0,2,-4,11,0,10,0,1,-5,8,-1,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic evil,15.0,78,4.0,30,30,0,0,0,14,60,0,0,0,17,3,12,1,15,2,11,0,11,0,15,2,0,0,4,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral,15.0,22,0.5,30,30,0,0,0,13,0,0,0,0,15,2,10,0,13,1,7,-2,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral,13.0,27,2.0,30,30,0,0,0,14,0,0,0,0,15,2,10,0,13,1,10,0,15,2,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,40,6.0,30,0,0,0,0,11,0,0,0,0,9,-1,14,2,11,0,17,3,12,1,11,0,0,0,0,6,4,0,6,0,0,0,0,0,6,0,0,0,0,0
small,elemental,neutral evil,11.0,22,0.5,30,0,30,0,0,10,60,0,0,0,8,-1,12,1,12,1,7,-2,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
small,elemental,chaotic neutral,14.0,9,0.5,30,0,0,0,0,10,60,0,0,0,7,-2,15,2,12,1,8,-1,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,unaligned,12.0,13,0.25,30,0,0,30,0,14,120,0,0,0,15,2,12,1,14,2,2,-4,10,0,3,-4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0
huge,beast,unaligned,13.0,126,6.0,40,0,0,0,0,10,0,0,0,0,24,7,9,-1,21,5,3,-4,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,fiend,chaotic evil,9.0,9,0.125,20,0,0,0,0,9,60,0,0,0,10,0,9,-1,13,1,3,-4,8,-1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful evil,19.0,126,13.0,30,0,0,0,0,12,60,0,0,0,10,0,14,2,12,1,23,6,15,2,16,3,2,4,3,13,9,5,11,0,0,0,0,0,11,0,0,0,0,0
large,monstrosity,lawful evil,14.0,68,3.0,30,0,50,0,0,11,60,0,0,0,17,3,16,3,17,3,7,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,plant,unaligned,12.0,45,1.0,5,0,0,0,0,10,0,0,30,0,15,2,14,2,12,1,1,-5,10,0,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,elemental,chaotic neutral,17.0,229,11.0,30,90,60,0,0,13,120,0,0,30,22,6,12,1,26,8,18,4,17,3,18,4,0,5,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,chaotic evil,18.0,189,16.0,40,0,0,0,0,13,0,120,0,0,18,4,20,5,20,5,18,4,16,3,20,5,9,0,10,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,16.0,60,3.0,40,0,0,0,0,13,0,0,0,0,11,0,17,3,13,1,11,0,16,3,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0
large,construct,lawful neutral,22.0,432,25.0,40,0,30,0,0,20,60,0,0,0,28,9,12,1,26,8,19,4,15,2,18,4,0,0,0,12,10,12,0,10,0,0,10,0,0,0,0,0,12,0
medium,humanoid,neutral evil,12.0,45,4.0,30,0,0,0,0,12,0,0,0,0,10,0,14,2,17,3,19,4,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0
medium,humanoid,any alignment,16.0,84,5.0,30,0,0,0,0,13,0,0,0,0,11,0,18,4,14,2,11,0,11,0,12,1,0,7,0,3,0,0,0,3,7,0,0,0,0,0,7,3,0,0
medium,beast,unaligned,12.0,5,0.125,40,0,0,0,0,13,0,0,0,0,13,1,14,2,12,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,15.0,88,7.0,30,0,0,0,0,11,120,0,0,0,14,2,17,3,12,1,11,0,12,1,15,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
medium,fiend,chaotic evil,13.0,33,1.0,30,0,0,0,0,9,60,0,0,0,14,2,8,-1,13,1,5,-3,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,13.0,35,1.0,30,0,0,0,0,13,120,0,0,0,8,-1,17,3,9,-1,14,2,13,1,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
medium,monstrosity,lawful evil,15.0,127,6.0,30,0,0,0,0,14,60,0,0,0,10,0,15,2,16,3,12,1,13,1,15,2,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,0
small,fey,neutral evil,15.0,31,2.0,30,0,0,0,0,14,120,0,0,0,7,-2,15,2,12,1,11,0,10,0,8,-1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral,11.0,11,0.125,10,40,0,0,0,12,0,0,0,0,10,0,13,1,12,1,11,0,11,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,16.0,45,4.0,30,0,0,0,0,11,60,0,0,0,18,4,14,2,17,3,6,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,neutral evil,13.0,40,3.0,30,40,0,0,0,14,60,0,0,60,8,-1,17,3,10,0,17,3,14,2,11,0,0,5,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0
large,monstrosity,chaotic evil,13.0,45,2.0,10,40,0,0,0,10,60,0,0,0,18,4,10,0,15,2,8,-1,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,neutral evil,18.0,75,5.0,40,0,0,0,0,13,60,0,0,60,18,4,11,0,16,3,7,-2,10,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral,12.0,58,2.0,15,0,0,0,0,11,60,0,0,0,17,3,12,1,15,2,5,-3,13,1,8,-1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
medium,aberration,lawful evil,15.0,71,7.0,30,0,0,0,0,16,120,0,0,0,11,0,12,1,12,1,19,4,17,3,17,3,0,0,0,7,6,6,0,6,4,6,6,6,7,0,0,0,0,0
large,aberration,lawful evil,15.0,75,5.0,0,0,20,0,0,18,120,0,0,0,10,0,14,2,14,2,15,2,15,2,10,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,0,0
large,monstrosity,chaotic evil,14.0,76,3.0,40,0,0,0,0,17,60,0,0,0,18,4,11,0,16,3,6,-2,16,3,9,-1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
large,undead,lawful evil,12.0,67,2.0,40,0,0,0,0,9,60,0,0,0,18,4,11,0,15,2,6,-2,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,lawful evil,19.0,253,21.0,30,0,0,0,0,21,120,0,0,0,26,8,19,4,22,6,21,5,18,4,23,6,0,11,13,0,11,13,0,11,0,0,0,13,0,0,0,0,13,1
huge,fiend,chaotic evil,19.0,216,21.0,40,0,0,0,0,31,0,120,0,0,28,9,22,6,25,7,21,5,24,7,24,7,16,0,14,0,14,14,0,21,0,0,0,0,0,0,0,0,0,0
medium,construct,lawful neutral,15.0,5,0.125,30,0,30,0,0,10,0,120,0,0,10,0,13,1,12,1,4,-3,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,aberration,chaotic evil,17.0,130,11.0,25,50,0,0,0,20,120,0,0,30,14,2,14,2,14,2,20,5,15,2,13,1,0,6,0,9,6,0,9,10,6,0,0,0,9,0,0,0,0,0
huge,giant,chaotic evil,14.0,105,6.0,50,0,0,0,0,11,0,0,0,0,21,5,10,0,18,4,5,-3,7,-2,5,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
small,elemental,neutral evil,11.0,27,0.25,20,20,20,0,0,10,60,0,0,0,8,-1,12,1,12,1,9,-1,11,0,7,-2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,10.0,11,0.125,40,0,0,0,0,10,0,0,0,0,14,2,10,0,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,neutral,8.0,19,0.25,20,0,0,0,0,8,60,0,0,0,13,1,6,-2,14,2,8,-1,6,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,lawful evil,11.0,58,3.0,20,0,0,0,0,10,60,0,0,0,16,3,8,-1,15,2,6,-2,10,0,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,lawful evil,17.0,97,15.0,20,0,0,0,0,14,60,0,0,0,18,4,10,0,17,3,11,0,18,4,16,3,0,0,8,5,9,8,5,0,0,0,0,0,0,5,0,0,0,1
medium,plant,lawful neutral,12.0,22,0.5,20,0,0,0,0,11,120,0,0,0,10,0,10,0,12,1,10,0,13,1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,plant,lawful neutral,13.0,60,2.0,30,0,0,0,0,12,120,0,0,0,12,1,10,0,14,2,13,1,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,plant,lawful neutral,10.0,7,0.0,10,0,0,0,0,10,120,0,0,0,8,-1,10,0,10,0,8,-1,11,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,18.0,190,15.0,40,0,60,0,0,17,60,0,0,0,22,6,14,2,21,5,14,2,15,2,17,3,11,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,19.0,187,17.0,30,0,0,0,0,20,0,120,0,0,9,-1,15,2,12,1,23,6,18,4,21,5,0,0,0,12,10,11,12,10,0,0,10,11,12,0,0,0,0,0
large,fiend,chaotic evil,18.0,184,13.0,20,0,30,0,0,11,0,120,0,0,21,5,10,0,22,6,19,4,12,1,15,2,0,0,11,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,20.0,112,13.0,30,0,0,0,0,17,120,0,0,0,20,5,10,0,17,3,16,3,14,2,19,4,0,5,8,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,66,9.0,30,0,0,0,0,11,0,0,0,0,9,-1,14,2,12,1,17,3,12,1,11,0,0,0,0,7,5,0,7,0,0,0,0,0,7,0,0,0,0,0
medium,humanoid,neutral evil,11.0,13,0.5,30,0,0,0,0,10,0,0,0,0,10,0,13,1,15,2,16,3,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
medium,plant,neutral evil,12.0,11,0.25,30,0,0,0,0,9,0,0,0,60,12,1,12,1,13,1,4,-3,8,-1,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,aberration,lawful evil,15.0,33,3.0,30,0,0,30,0,13,60,0,0,0,6,-2,16,3,14,2,13,1,12,1,15,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0
tiny,aberration,lawful evil,11.0,7,0.125,20,0,0,20,0,10,60,0,0,0,3,-4,13,1,10,0,6,-2,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,aberration,lawful evil,15.0,71,4.0,30,0,0,30,0,13,120,0,0,0,6,-2,16,3,14,2,16,3,12,1,18,4,0,0,0,0,3,0,0,3,0,6,0,6,5,0,0,0,6,0
gargantuan,aberration,chaotic evil,16.0,325,13.0,30,0,0,0,0,13,0,0,0,120,27,8,7,-2,21,5,3,-4,16,3,12,1,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic evil,12.0,11,0.25,40,0,0,0,0,10,60,0,0,0,11,0,15,2,12,1,10,0,11,0,14,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0
medium,fiend,neutral evil,17.0,112,5.0,30,0,0,0,0,16,120,0,0,0,18,4,15,2,16,3,16,3,14,2,16,3,0,0,0,0,0,0,0,6,6,0,6,7,0,0,0,0,0,0
large,fiend,neutral evil,13.0,68,3.0,60,0,90,0,0,11,0,0,0,0,18,4,15,2,16,3,10,0,13,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,undead,chaotic evil,14.0,297,20.0,40,0,40,0,0,9,120,0,0,0,22,6,19,4,24,7,6,-2,9,-1,8,-1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,humanoid,chaotic evil,13.0,7,1.0,30,0,0,0,0,9,60,0,0,0,8,-1,14,2,10,0,10,0,8,-1,15,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,15.0,9,0.125,30,0,0,0,0,12,0,0,0,0,11,0,12,1,11,0,12,1,14,2,16,3,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0
medium,aberration,neutral evil,15.0,45,2.0,30,0,0,0,0,12,0,120,0,0,14,2,16,3,16,3,13,1,10,0,8,-1,0,0,0,0,0,0,0,2,5,0,4,0,3,0,0,0,0,0
medium,fiend,lawful evil,13.0,11,0.5,20,0,0,0,0,11,0,0,0,10,16,3,11,0,13,1,3,-4,8,-1,1,-5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
large,fiend,neutral evil,18.0,123,9.0,40,0,60,0,0,14,60,0,0,60,20,5,11,0,19,4,12,1,10,0,15,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0
tiny,ooze,lawful evil,13.0,18,0.25,20,0,0,0,0,12,0,0,0,60,8,-1,16,3,15,2,14,2,11,0,10,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
large,ooze,unaligned,8.0,45,2.0,10,0,0,10,0,8,0,0,0,60,15,2,6,-2,14,2,2,-4,6,-2,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,beast,unaligned,12.0,3,0.0,5,30,0,0,0,12,30,0,0,0,4,-3,15,2,11,0,3,-4,10,0,4,-3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,11.0,59,2.0,40,0,0,0,0,8,60,0,0,0,19,4,8,-1,16,3,5,-3,7,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,14.0,59,4.0,40,0,0,0,0,8,60,0,0,0,19,4,8,-1,16,3,5,-3,7,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,13.0,59,2.0,40,0,0,0,0,8,60,0,0,0,19,4,12,1,16,3,5,-3,7,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,11.0,59,3.0,40,0,0,0,0,8,60,0,0,0,19,4,8,-1,16,3,5,-3,7,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,13.0,59,2.0,40,0,0,0,0,8,60,0,0,0,19,4,8,-1,16,3,5,-3,7,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,undead,neutral evil,8.0,85,2.0,30,0,0,0,0,8,60,0,0,0,19,4,6,-2,18,4,3,-4,6,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gargantuan,elemental,neutral evil,20.0,526,20.0,50,0,0,0,50,12,0,0,120,120,26,8,11,0,28,9,11,0,15,2,22,6,14,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,neutral evil,17.0,126,12.0,40,0,0,0,0,17,60,0,0,60,19,4,17,3,18,4,17,3,16,3,19,4,0,0,8,0,7,0,0,7,0,0,0,8,0,0,0,0,8,0
huge,elemental,neutral evil,18.0,324,18.0,50,100,0,0,0,14,0,0,0,120,21,5,22,6,24,7,17,3,18,4,23,6,11,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,lawful evil,16.0,110,7.0,30,0,30,0,0,14,60,0,0,0,19,4,11,0,16,3,14,2,12,1,15,2,0,3,6,0,4,5,0,4,0,0,0,8,5,0,0,0,0,0
medium,humanoid,chaotic evil,13.0,15,0.5,30,0,0,0,0,10,60,0,0,0,16,3,12,1,16,3,7,-2,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
medium,humanoid,chaotic evil,18.0,60,4.0,30,0,0,0,0,13,60,0,0,0,17,3,11,0,17,3,10,0,12,1,14,2,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,4,0
medium,humanoid,chaotic evil,14.0,45,2.0,30,0,0,0,0,12,60,0,0,0,14,2,15,2,16,3,10,0,15,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
medium,humanoid,chaotic evil,16.0,45,2.0,30,0,0,0,0,11,60,0,0,0,16,3,12,1,16,3,9,-1,13,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
medium,humanoid,chaotic evil,12.0,30,2.0,30,0,0,0,0,12,60,0,0,0,12,1,11,0,16,3,11,0,14,2,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
medium,humanoid,chaotic evil,15.0,52,3.0,30,0,0,0,0,12,60,0,0,0,11,0,16,3,15,2,9,-1,11,0,9,-1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0
medium,humanoid,chaotic evil,16.0,93,4.0,30,0,0,0,0,10,60,0,0,0,18,4,12,1,18,4,11,0,11,0,16,3,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
huge,fiend,chaotic evil,17.0,405,26.0,40,0,40,0,0,22,0,120,0,0,27,8,14,2,25,7,20,5,20,5,25,7,0,10,15,0,13,0,0,12,0,0,0,0,12,0,0,0,0,1
medium,humanoid,chaotic evil,18.0,42,2.0,30,0,0,0,0,10,60,0,0,0,18,4,12,1,18,4,12,1,11,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
large,fiend,lawful evil,17.0,105,10.0,30,0,0,30,0,20,120,30,0,0,22,6,16,3,21,5,15,2,15,2,16,3,0,7,9,0,6,0,0,10,11,0,0,0,0,0,0,0,0,0
large,aberration,neutral,14.0,114,5.0,30,0,0,0,0,11,120,0,0,0,16,3,11,0,19,4,6,-2,13,1,6,-2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,11.0,1,0.0,5,0,60,0,0,13,120,0,0,0,3,-4,13,1,8,-1,2,-4,12,1,7,-2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
large,monstrosity,unaligned,13.0,59,3.0,40,0,0,0,0,13,60,0,0,0,20,5,12,1,17,3,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,12.0,13,0.25,50,0,0,40,0,14,0,0,0,0,14,2,15,2,10,0,3,-4,14,2,7,-2,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
large,celestial,chaotic good,12.0,59,2.0,60,0,90,0,0,16,0,0,0,0,18,4,15,2,16,3,10,0,15,2,13,1,0,4,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0
large,construct,lawful neutral,16.0,32,2.0,40,0,0,0,0,14,0,120,0,0,15,2,14,2,12,1,10,0,10,0,13,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,chaotic evil,13.0,33,2.0,20,0,60,0,0,15,0,0,0,0,16,3,12,1,13,1,9,-1,12,1,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
large,monstrosity,unaligned,13.0,32,3.0,30,0,0,30,0,10,60,0,0,0,15,2,15,2,12,1,6,-2,10,0,6,-2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
gargantuan,elemental,neutral,18.0,175,16.0,20,0,120,0,0,15,60,0,0,0,19,4,26,8,25,7,2,-4,21,5,18,4,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,unaligned,15.0,22,0.5,5,0,0,5,0,8,60,0,0,30,10,0,13,1,16,3,1,-5,7,-2,3,-4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
large,fiend,lawful evil,19.0,300,20.0,30,0,60,0,0,14,0,120,0,0,26,8,14,2,24,7,22,6,18,4,24,7,0,8,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,fey,neutral good,15.0,1,0.25,10,0,30,0,0,14,0,0,0,0,2,-4,20,5,8,-1,10,0,14,2,15,2,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
large,celestial,lawful good,19.0,200,16.0,40,0,120,0,0,21,0,120,0,0,24,7,20,5,24,7,19,4,22,6,25,7,0,0,12,0,11,12,0,11,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,13.0,68,2.0,20,40,0,0,0,13,0,0,0,0,18,4,15,2,16,3,2,-4,12,1,5,-3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,13.0,2,0.125,30,30,0,0,0,10,0,0,0,10,2,-4,16,3,11,0,1,-5,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,12.0,42,2.0,40,30,0,0,0,13,0,0,0,0,20,5,10,0,16,3,2,-4,13,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,10.0,11,0.125,40,0,0,0,0,10,0,0,0,0,15,2,10,0,13,1,2,-4,11,0,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,13.0,27,2.0,30,0,0,0,0,13,0,0,0,0,10,0,10,0,12,1,13,1,16,3,13,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0
tiny,dragon,neutral good,13.0,7,0.25,15,0,60,0,0,13,60,0,0,10,6,-2,15,2,13,1,10,0,12,1,10,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
large,monstrosity,neutral evil,12.0,26,1.0,30,0,50,0,0,12,0,0,0,0,15,2,13,1,12,1,9,-1,10,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,13.0,13,0.25,10,0,60,0,0,11,0,0,0,0,12,1,15,2,10,0,2,-4,9,-1,5,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
